sample_id,status,wall_time,spark_time,overhead,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.locality.wait,spark.network.timeout,spark.sql.autoBroadcastJoinThreshold,spark.sql.broadcastTimeout,spark.sql.shuffle.partitions,spark.sql.sources.parallelPartitionDiscovery.parallelism,spark.task.cpus,qt_q10,qt_q11,qt_q12,qt_q13,qt_q14a,qt_q14b,qt_q15,qt_q16,qt_q17,qt_q18,qt_q19,qt_q1,qt_q20,qt_q21,qt_q22,qt_q23a,qt_q23b,qt_q24a,qt_q24b,qt_q25,qt_q26,qt_q27,qt_q28,qt_q29,qt_q2,qt_q30,qt_q31,qt_q32,qt_q33,qt_q34,qt_q35,qt_q36,qt_q37,qt_q38,qt_q39a,qt_q39b,qt_q3,qt_q40,qt_q41,qt_q42,qt_q43,qt_q44,qt_q45,qt_q46,qt_q47,qt_q48,qt_q49,qt_q4,qt_q50,qt_q51,qt_q52,qt_q53,qt_q54,qt_q55,qt_q56,qt_q57,qt_q58,qt_q59,qt_q5,qt_q60,qt_q61,qt_q62,qt_q63,qt_q64,qt_q65,qt_q66,qt_q67,qt_q68,qt_q69,qt_q6,qt_q70,qt_q71,qt_q72,qt_q73,qt_q74,qt_q75,qt_q76,qt_q77,qt_q78,qt_q79,qt_q7,qt_q80,qt_q81,qt_q82,qt_q83,qt_q84,qt_q85,qt_q86,qt_q87,qt_q88,qt_q89,qt_q8,qt_q90,qt_q91,qt_q92,qt_q93,qt_q94,qt_q95,qt_q96,qt_q97,qt_q98,qt_q99,qt_q9,et_q10,et_q11,et_q12,et_q13,et_q14a,et_q14b,et_q15,et_q16,et_q17,et_q18,et_q19,et_q1,et_q20,et_q21,et_q22,et_q23a,et_q23b,et_q24a,et_q24b,et_q25,et_q26,et_q27,et_q28,et_q29,et_q2,et_q30,et_q31,et_q32,et_q33,et_q34,et_q35,et_q36,et_q37,et_q38,et_q39a,et_q39b,et_q3,et_q40,et_q41,et_q42,et_q43,et_q44,et_q45,et_q46,et_q47,et_q48,et_q49,et_q4,et_q50,et_q51,et_q52,et_q53,et_q54,et_q55,et_q56,et_q57,et_q58,et_q59,et_q5,et_q60,et_q61,et_q62,et_q63,et_q64,et_q65,et_q66,et_q67,et_q68,et_q69,et_q6,et_q70,et_q71,et_q72,et_q73,et_q74,et_q75,et_q76,et_q77,et_q78,et_q79,et_q7,et_q80,et_q81,et_q82,et_q83,et_q84,et_q85,et_q86,et_q87,et_q88,et_q89,et_q8,et_q90,et_q91,et_q92,et_q93,et_q94,et_q95,et_q96,et_q97,et_q98,et_q99,et_q9
47,complete,16204.325429439545,11950.385000000004,4253.940429439541,139,13,40,16,14,94,19698,1,29596,438,2567,394,52,1,27.439,133.546,16.774,47.995,261.568,232.673,44.991,135.201,39.828,46.384,44.551,39.751,16.904,14.068,33.161,383.419,403.355,802.415,884.846,48.788,25.692,30.412,250.664,89.627,83.937,48.565,42.993,18.758,22.193,20.654,46.829,28.774,49.295,86.714,26.188,26.951,18.155,42.134,12.143,14.904,24.496,66.564,46.277,54.474,52.729,35.017,46.988,429.756,282.622,60.6,15.777,21.696,49.502,14.878,23.28,39.065,22.327,62.065,100.725,28.678,42.782,27.488,20.043,283.14,110.031,34.859,2108.343,51.975,26.704,30.916,46.01,24.876,159.456,17.082,106.675,157.037,75.965,25.945,360.759,45.052,30.574,82.254,47.134,86.645,20.118,21.463,35.463,21.346,77.359,112.752,23.265,32.67,25.371,40.368,17.532,599.732,130.879,295.507,37.759,100.439,19.572,40.724,175.566,68.9818696975708,174.7087070941925,58.403462409973145,89.02424001693726,302.47712206840515,274.37365913391113,85.92234468460083,176.4480118751526,81.35748052597046,88.05726957321167,85.64846634864807,81.17611598968506,58.156187772750854,55.36831760406494,74.16233730316162,424.6632766723633,445.02228236198425,844.5069515705109,927.0000855922699,90.80098390579224,67.00640392303467,70.71083092689514,291.4377863407135,129.9734616279602,125.48086428642273,89.97251319885254,83.40801358222961,60.14857292175293,63.24548077583313,62.14421606063843,88.17298555374146,70.27823376655579,90.51906657218933,128.21579575538635,68.055419921875,68.33730268478394,59.61611890792847,83.37788558006287,53.276233196258545,56.33924174308777,66.00619530677795,107.9307599067688,87.74872159957886,95.83329558372498,93.85070753097534,75.80190825462341,87.54054522514343,471.1014108657837,324.3891706466675,102.32098317146301,57.302119970321655,62.79908561706543,89.89924597740173,55.96014094352722,64.29687595367432,80.43958830833435,63.91632008552551,103.64812445640564,142.25583457946777,70.0652551651001,83.50559258460999,67.98887896537781,61.3611114025116,323.89329075813293,151.483416557312,76.58158779144287,2149.2377717494965,94.28304171562195,67.90185713768005,71.69672179222107,87.08294534683228,67.94305896759033,200.67892360687256,58.47267985343933,147.9337866306305,198.71491956710815,117.5358407497406,67.28131437301636,401.86315989494324,87.46447587013245,70.96343183517456,123.59059548377991,88.64422488212585,128.10227608680725,61.49108338356018,62.76173281669617,76.89680004119873,62.62136936187744,117.81306052207947,154.2963161468506,64.77845978736877,73.33202528953552,65.90140318870544,82.1338849067688,58.78758192062378,640.4813723564148,172.44102144241333,337.1289949417114,79.62636041641235,141.2694809436798,61.355732679367065,81.9529812335968,215.96694993972778
48,complete,13485.015965223312,9676.830000000005,3808.185965223307,1176,15,82,24,15,23,16045,3,666,447,11833,352,131,2,31.356,104.333,20.703,38.637,210.829,213.136,47.802,89.413,41.757,49.582,49.406,47.048,20.254,17.707,37.319,253.594,269.08,672.996,546.559,47.36,27.179,32.196,174.664,73.302,64.145,50.421,46.908,22.378,27.451,22.758,52.746,28.431,45.403,78.446,28.875,28.992,20.259,40.23,18.932,17.676,24.396,60.639,50.183,62.138,45.782,32.285,44.932,273.1,173.265,55.46,19.181,23.673,55.333,18.082,26.358,39.525,25.672,52.604,65.889,28.571,50.025,27.5,23.167,227.452,82.66,35.984,1709.893,57.54,31.552,33.542,39.224,28.668,98.033,19.439,90.536,130.231,69.946,28.43,255.781,49.587,32.79,70.286,53.742,75.294,24.595,21.385,36.258,22.495,83.748,89.643,24.025,36.424,26.698,49.183,19.833,420.062,104.14,207.43,36.727,81.191,22.485,37.701,124.174,68.58206462860107,140.76706957817078,56.66431283950806,74.88048267364502,246.77489280700684,251.66725492477417,84.02451133728027,125.5900285243988,78.81557059288025,85.66735339164734,86.05784940719604,84.80210328102112,55.68188524246216,53.39638710021973,74.07803535461426,289.7018690109253,306.51565384864807,710.9958209991455,585.1868240833282,85.6095552444458,65.55453848838806,68.55453133583069,210.94457006454468,110.49371480941772,102.73526906967163,86.59549689292908,82.64563798904419,60.314133405685425,63.91449046134949,59.16035842895508,89.30736827850342,66.00702548027039,82.97380518913269,115.30108714103699,64.75611305236816,66.38713526725769,56.61760091781616,76.10201263427734,55.947216749191284,52.69963073730469,61.228280544281006,97.56906580924988,86.65393710136414,100.12831330299377,83.63976788520813,69.11647129058838,82.21026492118835,310.93648958206177,211.10249543190002,92.21731543540955,56.93122744560242,61.281856536865234,92.17877459526062,54.55072784423828,63.57738542556763,75.9630115032196,61.39820051193237,90.17665910720825,103.01567816734314,65.44280672073364,86.44152116775513,64.98447942733765,59.739030599594116,262.71243119239807,121.52995467185974,73.15696310997009,1746.3117496967316,96.2299280166626,69.20881700515747,70.90196871757507,76.78100514411926,67.93307685852051,134.92064309120178,56.84261918067932,127.36206603050232,166.4188642501831,107.54754185676575,65.73575019836426,292.51587414741516,87.45672559738159,69.46685361862183,107.89751410484314,91.4500207901001,112.94886779785156,61.303929567337036,57.03441786766052,72.6338894367218,57.84580445289612,120.56645965576172,127.1587860584259,59.633493423461914,73.06528973579407,63.65608191490173,86.28306269645691,57.178505182266235,457.7721288204193,142.12919759750366,243.94325160980225,73.44716620445251,117.92123317718506,59.30841946601868,74.3513708114624,161.49669241905212
49,failed,2769.5984256267548,1971.966,797.6324256267549,195,9,110,26,14,8,14430,0,22887,473,5917,153,57,3,31.909,133.996,20.481,43.075,355.761,287.073,50.847,118.635,40.674,48.704,46.715,50.373,20.205,17.079,34.439,322.482,349.518,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.56614899635315,170.61267590522766,56.64838886260986,79.56634974479675,393.12069964408875,324.76979088783264,87.87147879600525,155.18137383460999,76.38899254798889,87.13315463066101,83.21520638465881,88.44494128227234,57.50986981391907,53.91737914085388,71.2893717288971,360.3271703720093,387.52842473983765,164.50664281845093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,complete,14764.001702785492,10506.045000000002,4257.95670278549,830,3,104,32,16,84,15801,2,18866,38,27676,711,91,1,29.937,106.416,17.315,40.463,183.388,168.893,26.012,86.713,36.071,37.206,23.017,29.318,17.959,14.158,34.803,518.822,750.116,770.117,858.756,33.609,26.603,32.119,205.579,66.297,66.264,31.295,43.247,21.527,24.375,20.501,51.174,28.164,36.03,64.498,26.354,25.647,18.153,34.633,11.543,16.156,23.184,60.21,25.084,26.993,44.044,31.072,41.565,301.904,233.836,56.449,16.18,21.143,30.125,16.685,24.297,36.845,22.881,50.053,66.744,27.694,24.825,25.28,19.2,179.221,74.22,32.535,1801.454,23.61,28.68,22.448,37.796,26.034,139.01,19.141,89.565,121.735,74.847,27.62,215.911,29.37,31.861,64.919,36.374,61.148,20.272,19.13,35.678,20.887,63.865,85.241,22.471,25.328,23.276,17.477,18.409,575.814,93.113,203.871,34.143,70.275,19.824,35.206,124.725,71.64474511146545,147.74098777770996,58.556193590164185,81.60946846008301,225.40365362167358,210.91073441505432,66.32935929298401,128.2366280555725,77.84306263923645,78.07921838760376,64.38480758666992,70.62480354309082,59.08895230293274,55.10264253616333,76.14401960372925,559.5853230953217,791.6101312637329,812.1122853755951,900.8915657997131,75.37597799301147,67.93372344970703,73.5410828590393,245.91491198539734,108.02326202392578,108.31413269042969,73.31587958335876,84.65196919441223,62.97746920585632,65.03461790084839,61.290616273880005,92.68000602722168,69.66126489639282,77.43893694877625,106.01360154151917,68.12841010093689,66.01715636253357,59.46482801437378,76.39665603637695,53.389124155044556,57.54095721244812,64.49263882637024,101.62097406387329,66.4910020828247,67.38588881492615,84.69148254394531,72.62927985191345,82.84948682785034,343.7831208705902,275.8549542427063,98.0838258266449,57.26531147956848,62.383626222610474,70.62074637413025,58.32537531852722,64.70667243003845,78.23280692100525,64.37093353271484,91.29483604431152,107.39402222633362,69.3609631061554,66.14034223556519,66.56597757339478,59.69599533081055,221.01097106933594,115.9156801700592,74.12610673904419,1842.419998884201,66.17828631401062,69.9559850692749,63.82736563682556,79.14142155647278,68.450350522995,180.21070837974548,60.53349304199219,130.83585596084595,163.08451437950134,116.60881924629211,68.9480254650116,257.3503568172455,71.2427351474762,73.1674370765686,106.11941003799438,77.9412043094635,102.46999192237854,61.77627205848694,60.26376795768738,76.53785610198975,61.56278038024902,105.44934129714966,125.77644467353821,64.02299690246582,66.89367198944092,63.604109048843384,58.205162048339844,58.7847204208374,616.6725544929504,135.46561336517334,245.6646728515625,75.74178862571716,111.43001317977905,60.649961709976196,76.50131964683533,166.21415209770203
51,failed,3886.520432949066,2997.086,889.4344329490664,628,15,36,22,16,20,11388,0,13810,688,12198,108,36,7,36.204,216.391,19.289,62.72,401.33,385.463,51.572,202.506,61.466,57.822,46.613,44.845,20.161,16.851,37.11,656.799,679.944,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,74.63476729393005,253.72162294387817,56.01557183265686,99.97030901908875,438.51823377609253,422.6336033344269,88.11272883415222,239.5519733428955,100.1565191745758,94.51201462745667,82.97120451927185,80.93862700462341,57.72065615653992,53.40191459655762,74.07109832763672,693.406102180481,715.6686623096466,260.5144500732422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,complete,14522.558573246002,10252.026000000002,4270.5325732460005,1054,2,26,20,24,53,2951,0,12668,42,477,1195,188,1,32.055,117.374,20.816,38.982,181.584,171.391,31.018,82.943,40.92,40.777,34.158,33.007,21.396,17.554,36.801,600.513,650.631,743.54,629.74,38.102,28.254,32.032,196.413,64.459,65.244,44.037,48.453,22.563,26.866,22.755,56.072,29.639,40.545,74.423,30.362,27.797,20.892,37.489,19.178,16.933,24.981,66.61,27.427,44.586,44.753,31.547,45.101,318.694,201.892,63.769,18.176,23.042,33.12,18.376,27.085,39.443,27.793,49.82,65.421,31.322,27.504,26.942,22.47,166.428,79.497,35.894,1814.506,34.638,29.486,32.549,38.368,29.039,98.389,20.707,97.079,128.798,69.927,29.809,214.06,30.21,33.825,68.249,46.732,61.322,24.867,20.115,37.027,23.344,73.9,81.593,24.726,35.316,25.537,19.446,21.582,401.891,88.379,181.58,35.068,69.679,23.119,36.423,121.34,73.89512467384338,158.98476719856262,62.42257332801819,80.00288152694702,222.90367150306702,212.91748523712158,72.6302273273468,124.78360605239868,83.10474872589111,82.85384726524353,75.41643452644348,74.05312085151672,62.91632437705994,58.82337522506714,78.19474577903748,641.929924249649,692.8784000873566,786.0902180671692,672.027893781662,80.49548649787903,68.96853184700012,73.69286751747131,236.87787175178528,106.33452320098877,107.19988965988159,85.64975905418396,89.81086874008179,64.01814365386963,68.23160815238953,64.36957669258118,97.75527667999268,70.97293162345886,82.04512763023376,116.24802875518799,72.45123863220215,69.27112531661987,62.353259325027466,77.87742209434509,61.04061961174011,57.53007197380066,66.34719204902649,107.90528774261475,68.97057223320007,86.01468181610107,85.54580330848694,72.61112833023071,87.06465244293213,360.7089276313782,243.75306487083435,105.2864339351654,59.61219000816345,64.3609344959259,73.43349599838257,59.754923820495605,68.31207227706909,81.12699723243713,68.71903491020203,90.88882350921631,106.74443578720093,72.84097242355347,69.09405207633972,68.31698393821716,63.62400221824646,206.60311889648438,121.28380131721497,77.5778636932373,1856.7644491195679,77.13608002662659,70.00884985923767,73.74368405342102,78.53563976287842,72.48819851875305,138.53265070915222,62.05430817604065,138.92364192008972,170.41112637519836,111.24454522132874,71.46933054924011,255.37890458106995,72.09286284446716,75.45308947563171,109.42094779014587,88.70353269577026,102.86190724372864,65.85408186912537,61.489784955978394,77.67136287689209,64.80177187919617,115.40510606765747,123.52148795127869,66.14014315605164,75.84360766410828,66.85721397399902,60.98452019691467,62.91873097419739,443.24354124069214,131.11995196342468,223.44576859474182,77.02966952323914,110.65065789222717,64.08068561553955,77.38283181190491,162.36571264266968
53,complete,19759.011701345444,15497.46000000001,4261.551701345434,538,15,117,26,23,32,4026,0,1389,31,10438,104,49,5,30.283,141.195,19.36,53.108,325.311,301.707,25.852,138.425,48.312,38.999,22.274,31.061,20.195,17.098,34.547,1020.529,1509.747,1286.775,1278.453,42.285,25.845,32.038,264.127,108.151,91.682,30.17,48.621,19.401,25.35,22.8,50.47,31.445,54.969,81.874,28.533,26.929,20.776,47.082,17.261,17.151,26.585,75.188,23.648,29.064,56.164,36.101,47.348,443.367,412.511,65.439,17.724,24.939,31.99,17.213,26.742,42.901,30.759,73.254,129.44,28.91,25.534,29.998,22.055,395.188,114.385,39.789,2109.947,23.958,29.19,21.025,48.273,28.375,122.805,18.255,115.057,170.306,82.706,28.894,474.177,28.525,33.241,97.29,42.33,75.967,26.102,21.816,36.96,23.606,81.266,126.153,24.891,24.342,29.263,19.808,19.227,835.655,165.57,398.189,42.225,121.646,22.976,44.819,186.198,71.21890997886658,182.1996066570282,60.66864895820618,94.33893895149231,365.83174109458923,343.5346028804779,67.34505009651184,179.2724940776825,90.0165708065033,80.42576098442078,63.619648694992065,72.44709610939026,60.77458930015564,58.40455389022827,75.83165192604065,1062.1375086307526,1552.1702241897583,1329.4519362449646,1321.203985452652,84.89988684654236,66.05728030204773,73.08180928230286,305.5013473033905,149.11905574798584,133.23581218719482,70.68742537498474,90.00710988044739,60.74503207206726,66.70966577529907,64.24417996406555,91.75489592552185,72.94078230857849,96.31765627861023,123.3724570274353,70.51352143287659,68.51714181900024,62.05524396896362,88.50580048561096,58.39058589935303,58.58118534088135,67.864018201828,116.68882346153259,64.23237442970276,70.49316740036011,97.38728833198547,77.40997552871704,88.19240021705627,484.788982629776,455.00180292129517,107.93032360076904,59.17621445655823,66.3433084487915,73.45207118988037,57.77993083000183,68.04863381385803,84.18841004371643,72.28949117660522,114.65862894058228,170.85863041877747,70.46459794044495,66.44390749931335,71.2320487499237,62.42583894729614,437.09103083610535,156.21698141098022,81.66579794883728,2151.3236701488495,65.87357759475708,70.03468990325928,61.91396117210388,89.7420289516449,71.84694385528564,164.10074949264526,58.82920050621033,156.32730627059937,211.6103105545044,123.89329886436462,69.58122301101685,514.6543273925781,70.66178274154663,74.60573077201843,137.83315634727478,83.79862070083618,117.42092418670654,67.76980376243591,63.07994031906128,78.44609808921814,63.82733225822449,122.54223585128784,167.88453435897827,65.86061882972717,65.65336179733276,70.46386647224426,60.697277784347534,60.494467973709106,877.1131308078766,207.79205560684204,439.93184661865234,83.90953660011292,162.68750476837158,64.77025532722473,86.15386843681335,227.42301750183105
54,failed,3020.303849697113,2200.161,820.142849697113,319,10,29,26,7,81,7929,2,24489,684,21907,569,101,2,29.436,156.336,16.875,52.045,284.487,272.951,40.28,153.67,43.708,48.949,43.354,46.577,16.799,14.336,34.21,450.322,495.826,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,68.2194619178772,192.95013904571533,52.41935729980469,87.63109755516052,319.26188826560974,307.36950755119324,74.94456386566162,190.55623745918274,79.28672361373901,86.52558040618896,79.68576264381409,83.25209069252014,52.114094734191895,51.12777042388916,70.77310609817505,486.9062693119049,532.6805715560913,204.599267244339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,failed,2407.498501777649,1558.161,849.3375017776489,1187,16,90,22,20,72,1106,0,3996,589,6543,863,72,1,31.695,114.734,17.911,40.817,194.817,188.264,49.419,91.115,38.934,50.927,48.304,45.155,19.342,16.102,33.444,275.812,301.369,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,73.14910221099854,155.99461722373962,59.434513330459595,81.92528510093689,235.58204889297485,230.19019436836243,90.92623233795166,132.55308294296265,80.61402797698975,92.64557194709778,89.83854746818542,86.57969880104065,60.14691734313965,57.25729846954346,74.98403716087341,317.1817030906677,343.5283179283142,144.96694159507751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,failed,2517.6528010368347,1745.8049999999998,771.8478010368349,337,8,57,29,10,43,7021,1,18768,566,28444,595,114,2,31.171,112.894,18.625,43.093,256.717,243.473,48.505,104.349,38.872,50.743,46.214,41.37,20.009,16.553,35.885,306.395,330.937,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.13860177993774,147.5622684955597,54.677069425582886,78.80490350723267,292.9839208126068,279.6435766220093,83.63975882530212,141.3414077758789,76.09676742553711,88.34663891792297,82.30053114891052,79.23039078712463,57.415306091308594,52.42067098617554,73.00987720489502,342.735719203949,368.3358256816864,149.96926999092102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,complete,15783.179203748703,11525.976,4257.203203748702,381,9,17,27,21,41,7180,2,7585,218,14865,108,61,2,31.593,103.943,18.21,41.699,248.298,229.933,50.028,96.733,40.46,35.471,49.139,42.376,19.977,15.571,33.607,285.642,308.0,1173.403,1110.519,37.046,24.795,31.468,203.603,88.007,68.193,49.789,43.61,19.271,25.609,21.375,54.627,28.881,52.872,65.487,26.652,25.228,17.963,41.407,16.318,17.293,23.384,60.759,42.123,41.422,46.036,33.35,43.907,334.804,409.544,53.742,16.32,22.383,55.312,17.339,25.426,37.01,24.015,56.975,77.126,29.213,47.524,27.128,20.165,259.163,78.722,34.799,1804.77,36.43,26.171,32.042,39.96,25.586,135.195,18.393,86.804,127.497,70.357,26.222,326.687,26.655,32.279,73.574,41.833,60.415,21.381,19.277,35.728,22.707,63.939,93.419,22.843,34.702,25.64,18.919,19.304,620.263,121.535,278.542,36.254,92.064,22.161,38.245,136.396,73.07768225669861,145.1606090068817,59.07709765434265,82.84685230255127,289.52605676651,271.4206840991974,91.9717915058136,138.14811301231384,81.7523455619812,77.7571427822113,90.7250554561615,83.92840600013733,61.211686849594116,56.172616720199585,75.09730195999146,326.1555233001709,349.9236238002777,1214.6746304035187,1153.5489056110382,79.23285627365112,66.21572375297546,73.00432634353638,244.74883198738098,129.55205702781677,110.45782995223999,91.38178014755249,83.92652106285095,60.67318630218506,66.8664801120758,62.84766459465027,96.2108862400055,70.31214118003845,94.24599766731262,107.01320338249207,68.27453684806824,66.64044833183289,58.32843518257141,81.81765103340149,57.77802062034607,58.58046102523804,63.81059789657593,102.22511005401611,82.88573694229126,82.94956874847412,87.74826264381409,74.74610304832458,85.59442472457886,376.58307552337646,452.47829723358154,96.04881453514099,56.50502562522888,63.52619957923889,96.12683129310608,57.84372687339783,66.58036422729492,78.54091548919678,64.23103141784668,97.31771779060364,118.47461652755737,70.7097339630127,88.86348271369934,68.29328918457031,60.65034508705139,300.48269176483154,120.65061902999878,76.73739957809448,1845.386218070984,78.87161707878113,66.60073208808899,73.49228978157043,81.38858366012573,68.48617815971375,175.61987042427063,59.977076292037964,128.40968251228333,168.52503871917725,112.13491463661194,66.7852144241333,368.1833429336548,69.07397937774658,73.46181106567383,113.92488074302673,83.81573224067688,101.69463920593262,62.73087739944458,59.838377952575684,76.61096835136414,63.78942012786865,104.97854733467102,134.98340034484863,63.86108636856079,75.83122301101685,66.35672044754028,60.31391143798828,60.618136167526245,661.4914793968201,163.83769726753235,320.6334607601166,77.81985378265381,133.00209784507751,63.624062061309814,79.19349813461304,176.94085216522217
58,complete,15700.8296854496,11910.767999999998,3790.061685449602,490,9,11,14,12,21,17574,1,8469,364,13750,361,109,2,31.697,146.652,18.617,48.225,301.261,280.183,47.957,143.528,45.778,50.686,52.036,48.794,18.613,17.158,35.24,400.344,424.398,720.944,636.402,41.29,26.924,31.967,262.912,106.833,88.135,48.245,49.409,19.687,24.996,22.551,53.314,30.368,59.788,94.607,28.481,27.891,20.619,45.418,16.187,17.729,25.434,73.697,48.822,46.386,57.064,35.7,48.699,412.331,218.735,64.513,17.346,23.354,53.371,17.542,28.29,42.734,25.562,66.287,81.022,30.018,42.146,30.258,21.887,318.259,124.16,38.453,1869.38,38.488,29.257,33.796,46.809,26.631,119.069,18.77,119.368,185.345,81.868,27.063,413.599,57.605,31.597,92.851,52.495,102.884,23.238,24.033,36.877,23.275,93.363,126.159,24.649,32.421,28.717,54.593,19.264,648.915,133.421,307.76,37.969,118.006,22.104,44.021,187.174,68.47512316703796,183.4829592704773,54.98281502723694,83.60017657279968,338.08669686317444,317.2937858104706,84.94830775260925,179.19484782218933,83.41232299804688,87.32566523551941,89.35001230239868,85.62059760093689,53.83227515220642,54.796923875808716,71.62840795516968,436.9786217212677,460.9208595752716,758.2151999473572,674.8002886772156,78.72624087333679,63.427932024002075,68.7028739452362,299.21480202674866,143.28146648406982,124.62458944320679,85.17558431625366,86.71587586402893,54.41275405883789,61.828725814819336,59.463738441467285,89.73956441879272,66.60508012771606,96.74582123756409,132.49749851226807,65.18144655227661,64.27718758583069,57.69641304016113,82.47575974464417,53.429253339767456,54.03081297874451,62.23479080200195,110.39707922935486,85.49068236351013,83.4290463924408,92.58401489257812,72.81084156036377,85.29428219795227,448.7007119655609,255.9030623435974,101.88284969329834,55.03692293167114,60.568291664123535,89.6594648361206,55.01237392425537,65.96056985855103,79.69399857521057,62.055182456970215,103.65017104148865,118.57381272315979,67.46883082389832,78.91144728660583,67.31998562812805,58.116472005844116,355.98478984832764,163.01632356643677,74.91717863082886,1906.145046710968,75.69044137001038,64.25764632225037,71.24890947341919,83.34817695617676,64.69913792610168,155.401225566864,56.490498781204224,156.22831106185913,222.02042961120605,118.45747518539429,62.52795100212097,450.12404584884644,94.49116659164429,69.08652234077454,130.0022656917572,88.26828026771545,139.36553597450256,60.5673348903656,61.0537314414978,74.7988224029541,59.365861892700195,129.83078026771545,162.1180181503296,60.6762900352478,67.4033613204956,65.95336985588074,92.11052918434143,55.80525755882263,685.3128912448883,171.9492883682251,344.6191303730011,74.23303174972534,154.0407111644745,58.59044051170349,80.88090753555298,223.7923653125763
59,failed,127.50405764579773,33.608,93.89605764579773,1179,5,37,25,12,29,2991,2,7271,960,17921,138,80,4,33.608,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.92625141143799,55.57776975631714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
